sample_id,position,original_pairing_indicator,paired_indicator_prediction,unpaired_indicator_prediction,delta
617,-40,1,0.9150187373161316,0.9147692918777466,0.00024944543838500977
618,-40,1,0.9988803267478943,0.9988762736320496,4.0531158447265625e-06
621,-40,1,0.9893059134483337,0.989033579826355,0.00027233362197875977
627,-40,0,0.9660824537277222,0.9671301245689392,-0.001047670841217041
628,-40,0,0.9965872764587402,0.9966872334480286,-9.995698928833008e-05
629,-40,1,0.9698169231414795,0.9703609943389893,-0.0005440711975097656
632,-40,0,0.7601475715637207,0.7371824383735657,0.02296513319015503
635,-40,1,0.780695378780365,0.77781081199646,0.0028845667839050293
636,-40,1,0.9903371334075928,0.9903342127799988,2.9206275939941406e-06
637,-40,1,0.9968675971031189,0.9968634843826294,4.112720489501953e-06
638,-40,1,0.9576658606529236,0.9541722536087036,0.0034936070442199707
645,-40,1,0.9947579503059387,0.9947659969329834,-8.046627044677734e-06
646,-40,1,0.9831565022468567,0.9829587340354919,0.0001977682113647461
649,-40,1,0.9922122955322266,0.9911078214645386,0.0011044740676879883
650,-40,0,0.8819671869277954,0.8849471807479858,-0.0029799938201904297
651,-40,1,0.9819058179855347,0.9813624620437622,0.0005433559417724609
657,-40,1,0.9974480867385864,0.9973787069320679,6.937980651855469e-05
660,-40,1,0.9111640453338623,0.9112725257873535,-0.00010848045349121094
667,-40,1,0.9870477318763733,0.987118124961853,-7.039308547973633e-05
670,-40,1,0.9381279945373535,0.9374816417694092,0.0006463527679443359
674,-40,1,0.9894182085990906,0.9891813397407532,0.00023686885833740234
676,-40,1,0.9906113743782043,0.9905754327774048,3.594160079956055e-05
677,-40,1,0.784309983253479,0.7861745953559875,-0.001864612102508545
678,-40,1,0.7719420790672302,0.7717270851135254,0.00021499395370483398
679,-40,1,0.9974337220191956,0.9974330067634583,7.152557373046875e-07
681,-40,1,0.969111979007721,0.9684746861457825,0.0006372928619384766
687,-40,1,0.9831423759460449,0.9835783243179321,-0.00043594837188720703
688,-40,1,0.9861955642700195,0.9861990213394165,-3.4570693969726562e-06
693,-40,1,0.9968012571334839,0.996817946434021,-1.6689300537109375e-05
700,-40,1,0.9207432270050049,0.9209257960319519,-0.00018256902694702148
703,-40,1,0.9813939332962036,0.9813516736030579,4.225969314575195e-05
705,-40,1,0.8628590703010559,0.8637850880622864,-0.0009260177612304688
706,-40,1,0.9582288265228271,0.9574798941612244,0.0007489323616027832
707,-40,0,0.9908177852630615,0.9912262558937073,-0.00040847063064575195
708,-40,1,0.9289184212684631,0.9294816255569458,-0.000563204288482666
710,-40,1,0.9651919603347778,0.9652008414268494,-8.881092071533203e-06
715,-40,1,0.744796872138977,0.7448173761367798,-2.0503997802734375e-05
718,-40,1,0.9222880005836487,0.9203759431838989,0.0019120573997497559
719,-40,1,0.9991770386695862,0.9991635084152222,1.3530254364013672e-05
721,-40,0,0.9946680068969727,0.9945986270904541,6.937980651855469e-05
723,-40,1,0.7224732637405396,0.7239539623260498,-0.001480698585510254
726,-40,1,0.775396466255188,0.7703851461410522,0.005011320114135742
730,-40,0,0.995391845703125,0.9953687191009521,2.3126602172851562e-05
731,-40,1,0.9639277458190918,0.9629701375961304,0.0009576082229614258
732,-40,1,0.7621538043022156,0.7585414052009583,0.0036123991012573242
734,-40,1,0.9965852499008179,0.9965793490409851,5.900859832763672e-06
735,-40,1,0.9871132969856262,0.9859780073165894,0.0011352896690368652
736,-40,1,0.9422811269760132,0.9391492605209351,0.003131866455078125
737,-40,1,0.968824565410614,0.9684321880340576,0.0003923773765563965
738,-40,1,0.9760161638259888,0.9753870964050293,0.0006290674209594727
744,-40,1,0.9986384510993958,0.9986615180969238,-2.3066997528076172e-05
748,-40,0,0.9809215664863586,0.9812712073326111,-0.0003496408462524414
756,-40,1,0.9718009233474731,0.9712947010993958,0.0005062222480773926
758,-40,1,0.9961628913879395,0.9961659908294678,-3.0994415283203125e-06
759,-40,0,0.9747381210327148,0.9718879461288452,0.002850174903869629
761,-40,1,0.9948516488075256,0.9948258996009827,2.574920654296875e-05
762,-40,1,0.9842724800109863,0.9842212200164795,5.125999450683594e-05
767,-40,1,0.7180616855621338,0.713564395904541,0.0044972896575927734
769,-40,1,0.9929261207580566,0.9930477738380432,-0.00012165307998657227
770,-40,1,0.9095593094825745,0.9101747274398804,-0.0006154179573059082
772,-40,1,0.877014696598053,0.8712926506996155,0.0057220458984375
775,-40,1,0.9991540908813477,0.9991456270217896,8.463859558105469e-06
777,-40,1,0.9764919877052307,0.9765804409980774,-8.845329284667969e-05
779,-40,1,0.8840631246566772,0.8834676742553711,0.0005954504013061523
781,-40,0,0.9851056337356567,0.9851579070091248,-5.227327346801758e-05
784,-40,1,0.995187520980835,0.9950618147850037,0.00012570619583129883
789,-40,1,0.9184197187423706,0.9183008074760437,0.0001189112663269043
790,-40,1,0.7151005268096924,0.707471489906311,0.007629036903381348
792,-40,1,0.9942651391029358,0.9946964979171753,-0.00043135881423950195
795,-40,1,0.9973734617233276,0.9973561763763428,1.728534698486328e-05
796,-40,0,0.9694673418998718,0.9716159105300903,-0.002148568630218506
797,-40,1,0.9966088533401489,0.9966837763786316,-7.492303848266602e-05
798,-40,0,0.9928296208381653,0.9929037690162659,-7.414817810058594e-05
799,-40,1,0.9964084029197693,0.9961543679237366,0.00025403499603271484
801,-40,0,0.9997182488441467,0.9997138381004333,4.410743713378906e-06
814,-40,1,0.8093176484107971,0.805708110332489,0.0036095380783081055
815,-40,1,0.9648973345756531,0.9661568999290466,-0.0012595653533935547
816,-40,1,0.9980376362800598,0.998063862323761,-2.6226043701171875e-05
819,-40,1,0.9869340658187866,0.9865391850471497,0.0003948807716369629
824,-40,1,0.997856080532074,0.9978703260421753,-1.424551010131836e-05
825,-40,1,0.9940319657325745,0.9941478967666626,-0.00011593103408813477
826,-40,1,0.998518168926239,0.9985244870185852,-6.318092346191406e-06
827,-40,1,0.9774448871612549,0.9772744178771973,0.0001704692840576172
828,-40,1,0.9953369498252869,0.9953739047050476,-3.695487976074219e-05
830,-40,1,0.9459468126296997,0.9459730386734009,-2.6226043701171875e-05
832,-40,1,0.9958333969116211,0.9958756566047668,-4.225969314575195e-05
833,-40,1,0.996945321559906,0.9969673752784729,-2.205371856689453e-05
835,-40,0,0.9986414313316345,0.9984347224235535,0.0002067089080810547
836,-40,0,0.99874347448349,0.9987449645996094,-1.4901161193847656e-06
837,-40,1,0.9496561288833618,0.9491092562675476,0.000546872615814209
838,-40,0,0.9503650665283203,0.9533910751342773,-0.0030260086059570312
840,-40,1,0.9985254406929016,0.9984386563301086,8.678436279296875e-05
842,-40,1,0.9658277630805969,0.9657865762710571,4.118680953979492e-05
847,-40,1,0.9806739091873169,0.9798012971878052,0.0008726119995117188
851,-40,1,0.975529134273529,0.9752330780029297,0.00029605627059936523
853,-40,1,0.9666177034378052,0.9664257168769836,0.0001919865608215332
854,-40,1,0.9990465044975281,0.9990468621253967,-3.5762786865234375e-07
858,-40,1,0.7935549020767212,0.7940759658813477,-0.0005210638046264648
860,-40,1,0.9594560861587524,0.9586042761802673,0.0008518099784851074
868,-40,1,0.9727737307548523,0.9720712900161743,0.0007024407386779785
871,-40,0,0.9889547824859619,0.9905731081962585,-0.0016183257102966309
872,-40,1,0.9314659237861633,0.9304256439208984,0.0010402798652648926
874,-40,1,0.9799302816390991,0.9789617657661438,0.0009685158729553223
875,-40,1,0.9439619183540344,0.9445825219154358,-0.0006206035614013672
877,-40,1,0.9989657402038574,0.9989680051803589,-2.2649765014648438e-06
878,-40,1,0.9812909364700317,0.9814913272857666,-0.00020039081573486328
881,-40,1,0.9961044788360596,0.9959755539894104,0.00012892484664916992
882,-40,0,0.9877057671546936,0.9877106547355652,-4.887580871582031e-06
883,-40,1,0.9048589468002319,0.9105976819992065,-0.005738735198974609
884,-40,1,0.9887382984161377,0.9887093901634216,2.8908252716064453e-05
886,-40,1,0.8911306858062744,0.9000126123428345,-0.008881926536560059
889,-40,1,0.9351052045822144,0.9356600642204285,-0.0005548596382141113
894,-40,1,0.9369324445724487,0.9363028407096863,0.0006296038627624512
896,-40,0,0.9958471655845642,0.9962604641914368,-0.0004132986068725586
897,-40,1,0.807363748550415,0.8044502139091492,0.002913534641265869
898,-40,1,0.9091835021972656,0.909441351890564,-0.00025784969329833984
899,-40,1,0.9691601991653442,0.9690701961517334,9.000301361083984e-05
901,-40,0,0.9426485896110535,0.9329535365104675,0.009695053100585938
908,-40,1,0.9897661805152893,0.9896741509437561,9.202957153320312e-05
911,-40,1,0.9453258514404297,0.9429849982261658,0.002340853214263916
912,-40,1,0.877620279788971,0.8785808086395264,-0.0009605288505554199
913,-40,1,0.9952225089073181,0.995595395565033,-0.00037288665771484375
915,-40,1,0.9282321929931641,0.9282183647155762,1.3828277587890625e-05
917,-40,0,0.7809689044952393,0.79838627576828,-0.01741737127304077
