jsonl_line,Genomic_Location,editing_level_pct
59,chr22:26522858.0,2.01861228958533
60,chr22:26522855.0,1.35172177488436
61,chr22:26522844.0,1.6772293707189
62,chr22:26522835.0,8.17851707875665
63,chr22:26522834.0,14.0014471780029
64,chr22:26522822.0,12.9827505004121
65,chr22:26522820.0,1.6141062744279
66,chr22:26522813.0,2.52949795635074
67,chr13:45036672.0,1.35842756317827
68,chr13:45036673.0,3.8319378441578
69,chr13:45036682.0,4.83203590714636
70,chr13:45036688.0,6.53928398979099
71,chr13:45036694.0,3.16828765104627
72,chr13:45036702.0,10.6871303858068
73,chr13:45036710.0,14.7260273972603
74,chr13:45036711.0,4.88366907009589
75,chr13:45036715.0,4.75924744897959
76,chr13:45036735.0,6.68323667495167
77,chr13:45036744.0,4.75037257824143
78,chr13:45036750.0,8.01976434815659
79,chr13:45036758.0,1.58685968819599
80,chr13:45036759.0,13.4172494172494
81,chr13:45036766.0,5.90302178496135
82,chr13:45036780.0,2.25648740127868
83,chr13:45036787.0,1.04860925975295
84,chr13:45036788.0,1.09641489731987
85,chr13:45036790.0,1.42832106554504
86,chr13:45036792.0,1.52834547716368
87,chr13:45036793.0,9.08611135544023
88,chr13:45036797.0,7.51560749159597
89,chr13:45036798.0,1.1449159327462
90,chr13:45036801.0,1.0009845749918
91,chr13:45036804.0,1.22967731286622
92,chr13:45036812.0,9.95875073659399
93,chr13:45036829.0,1.4117450505388
94,chr13:45036841.0,2.1557099590237
95,chr13:45036845.0,1.62419239052405
96,chr13:45036852.0,3.75802016498625
97,chr13:45036862.0,8.37287465401344
98,chr13:45036865.0,1.4845791949817
99,chr13:45036871.0,10.0711382113821
100,chr13:45036876.0,9.21633554083885
101,chr13:45036881.0,12.2721458266709
102,chr13:45036882.0,12.5930074405952
103,chr13:45036889.0,2.92893362597442
104,chr13:45036938.0,2.83907334845673
105,chr13:45036942.0,1.79399013305427
106,chr17:49834163.0,1.39932243334806
107,chr17:49834166.0,3.26768459098621
108,chr17:49834170.0,4.38124519600308
109,chr17:49834190.0,1.27779008789423
110,chr17:49834208.0,12.5187781672509
111,chr17:49834214.0,7.93582581292079
112,chr17:49834247.0,4.53974520007178
113,chr17:49834251.0,1.61230995586072
114,chr17:49834259.0,3.67461238986408
115,chr17:49834264.0,2.26277822307171
116,chr17:49834271.0,4.8860143442623
117,chr17:49834283.0,11.7191533298916
118,chr17:49834379.0,1.42068803569332
119,chr17:49834382.0,5.55881662362057
120,chr17:49834790.0,4.59777944281725
121,chr17:49834795.0,9.56997757551774
122,chr17:49834800.0,4.08622689132956
123,chr17:49834814.0,1.56593004536807
124,chr17:49834824.0,1.49410616412644
125,chr17:49834828.0,4.08270676691729
126,chr17:49834839.0,4.65152579411535
127,chr17:49834848.0,1.34784134784135
128,chr17:49834849.0,3.28641801548206
129,chr17:49834850.0,8.78800795680591
130,chr17:49834851.0,4.81757994083674
131,chr17:49834852.0,4.92148880488514
132,chr17:49834853.0,2.90775900732546
133,chr17:49834856.0,4.99856363114048
134,chr17:49834876.0,2.23291277117183
135,chr17:49834899.0,2.92372516983404
136,chr17:49834905.0,3.83109852585992
137,chr17:49834918.0,6.20874587458746
138,chr17:49834932.0,2.71820668961257
139,chr17:49834936.0,2.44395266044453
140,chr17:49834937.0,3.42928902627512
141,chr17:49834960.0,1.37343927355278
142,chr2:127846265.0,7.81765202055057
143,chr2:127846257.0,2.93108320884977
144,chr2:127846253.0,1.20895343733791
145,chr2:127846245.0,2.0348389085864
146,chr2:127846243.0,1.2738075858701
147,chr2:127846221.0,1.4336917562724
148,chr2:127846213.0,3.08608967993278
149,chr2:127846206.0,1.7271466284845
150,chr2:127846205.0,5.94670176015792
151,chr2:127846189.0,1.57523777173913
152,chr2:127846165.0,1.05759545829137
153,chr2:127846152.0,8.42630801365327
154,chr2:127846144.0,7.4072265625
155,chr2:127846143.0,7.45295230508812
156,chr2:127846128.0,1.24811605124341
157,chr2:127846124.0,3.81658123467796
158,chr2:127846117.0,1.48349018982294
159,chr2:127846104.0,2.50160994699559
160,chr2:127846088.0,5.90982747116576
161,chr2:127846083.0,10.4089969236976
162,chr2:127846081.0,1.50639244024458
163,chr2:127846071.0,7.07644628099174
164,chr2:127846059.0,2.49579789130546
165,chr2:127846054.0,12.0703399765533
166,chr2:127846037.0,7.346572630537
167,chr2:127846011.0,8.86648290536293
168,chr2:127846010.0,7.99796353762607
169,chr2:127846009.0,12.1924110835401
170,chr2:127845997.0,5.54194869967937
171,chr2:127845669.0,2.27344919907428
172,chr2:127845647.0,1.53467703539121
173,chr2:127845646.0,1.39906193780519
174,chr2:127845641.0,1.14186014372582
175,chr2:127845630.0,6.08907326773408
176,chr2:127845624.0,1.34962720784658
177,chr2:127845581.0,13.9609421586166
178,chr2:127845578.0,2.27917533572915
179,chr2:127845577.0,10.5309252728004
180,chr2:127845571.0,2.71019177949005
181,chr2:127845568.0,3.40359054472815
182,chr2:127845567.0,3.69647130009076
183,chr2:127845552.0,1.89480912426772
184,chr2:127845551.0,2.18007646376563
185,chr2:127845544.0,11.5741058557012
186,chr2:127845543.0,2.16809051027476
187,chr2:127845542.0,2.59147775373907
188,chr2:127845513.0,12.0936824740352
189,chr2:127845512.0,13.335413277472
190,chr2:127845507.0,1.24493341053851
191,chr2:127845503.0,13.6656676513077
192,chr2:127845486.0,11.8245352560875
193,chr2:127845483.0,1.12528622832843
194,chr2:127845480.0,2.71718484454664
195,chr2:127845472.0,5.32965725166614
196,chr2:127845471.0,14.8114475452605
197,chr2:127845458.0,1.77999045215849
198,chr2:127845447.0,1.54233209363378
199,chr2:127845443.0,3.24462620898184
200,chr2:127845442.0,3.32738814414207
201,chr2:127845435.0,1.43506287646624
202,chr2:127845417.0,10.8587971863479
203,chr6:31858587.0,1.3745704467354
204,chr6:31858576.0,2.18158485723452
205,chr6:31858562.0,6.25338386572821
206,chr6:31858552.0,2.07684319833853
207,chr6:31858546.0,1.54479917610711
208,chr6:31858533.0,1.92210419828022
209,chr6:31858527.0,10.7561547479484
210,chr6:31858522.0,2.14769049720506
211,chr6:31858499.0,5.42563143124415
212,chr6:31858497.0,2.83191230207065
213,chr6:31858487.0,2.18978102189781
214,chr6:31858485.0,9.53218431234611
215,chr6:31858461.0,10.1455668284076
216,chr6:31858452.0,2.20588235294118
217,chr6:31858446.0,13.0085146641438
218,chr6:31858435.0,3.48122866894198
219,chr6:31858426.0,7.98882681564246
220,chr6:31858417.0,13.8089758342923
221,chr6:31858404.0,1.14519427402863
222,chr6:31858392.0,2.45009074410163
223,chr6:31858387.0,1.54885947620389
224,chr6:31858366.0,2.25293449450966
225,chr6:31858365.0,3.92931002068058
226,chr6:31858364.0,8.94736842105263
227,chr6:31858352.0,2.45959241040056
228,chr6:31858350.0,1.71526586620926
229,chr6:31858349.0,7.79793185285642
230,chr6:31858346.0,7.80249410178632
231,chr6:31858157.0,2.93271207345484
232,chr6:31858156.0,3.58477508650519
233,chr6:31858141.0,7.72176132737715
234,chr6:31858135.0,5.56962025316456
235,chr6:31858129.0,6.79788591215601
236,chr6:31858126.0,1.23046875
237,chr6:31858113.0,4.95314591700134
238,chr6:31858112.0,1.10887096774194
239,chr6:31858099.0,1.94980694980695
240,chr6:31858097.0,1.10259764529994
241,chr6:31858096.0,6.53153153153153
242,chr6:31858091.0,10.031847133758
243,chr6:31858088.0,3.76779846659365
244,chr6:31858082.0,9.59082052392293
245,chr6:31858080.0,2.12765957446809
246,chr6:31858077.0,9.27789934354486
247,chr6:31858067.0,1.84809556006311
248,chr6:31858065.0,8.63019508057676
249,chr6:31858059.0,4.44394315362057
250,chr6:31858058.0,6.17534370069867
251,chr6:31858057.0,2.75952693823916
252,chr6:31858040.0,13.7347767253045
253,chr6:31858039.0,3.87096774193548
254,chr6:31858037.0,4.75871313672922
255,chr6:31858034.0,5.60622914349277
256,chr6:31858033.0,2.91088222122705
257,chr6:31858032.0,4.26720285969616
258,chr6:31858028.0,4.82787573467674
259,chr6:31858024.0,14.4120065789474
260,chr6:31858008.0,3.79851362510322
261,chr6:31858002.0,14.7603155339806
262,chr6:31857996.0,4.00625978090767
263,chr6:31857992.0,7.64411027568922
264,chr6:31857979.0,6.21023932141775
265,chr6:31857969.0,1.28722084367246
266,chr6:31857961.0,3.2389988548994
267,chr6:31857960.0,8.33203550848777
268,chr6:31857957.0,2.59674987435081
269,chr6:31857954.0,1.37130801687764
270,chr6:31857941.0,6.70112608454864
271,chr6:31857937.0,7.94016110471807
272,chr6:31857932.0,2.29753015508329
273,chr6:31857925.0,4.70235998591053
274,chr6:31857917.0,1.44617032672737
275,chr8:6404514.0,3.9236479321315
276,chr8:6404492.0,9.06515580736544
277,chr8:6404491.0,2.08333333333333
278,chr8:6404478.0,1.69014084507042
279,chr8:6404475.0,1.11256544502618
280,chr8:6404470.0,1.64609053497942
281,chr8:6404467.0,4.68531468531469
282,chr8:6404465.0,1.36518771331058
283,chr8:6404461.0,1.37174211248285
284,chr8:6404459.0,2.21428571428571
285,chr8:6404446.0,4.89826676714393
286,chr8:6404444.0,2.86144578313253
287,chr8:6404438.0,1.47299509001637
288,chr8:6404437.0,1.26262626262626
289,chr8:6404425.0,9.19931856899489
290,chr8:6404421.0,8.93300248138958
291,chr8:6404420.0,10.8910891089109
292,chr8:6404419.0,1.09335576114382
293,chr8:6404416.0,7.33031674208145
294,chr8:6404414.0,2.67702936096718
295,chr8:6404413.0,2.31362467866324
296,chr8:6404409.0,1.22591943957968
297,chr8:6404390.0,2.93901542983101
298,chr8:6404380.0,5.814696485623
299,chr8:6404374.0,2.37331622835151
300,chr8:6404364.0,1.66223404255319
301,chr8:6404357.0,8.20689655172414
302,chr8:6404348.0,6.92746536267319
303,chr8:6404347.0,3.09734513274336
304,chr8:6404338.0,6.74715909090909
305,chr8:6404327.0,3.23624595469256
306,chr8:6404279.0,1.97594501718213
307,chr8:6404277.0,3.78578024007387
308,chr8:6404271.0,3.40599455040872
309,chr8:6404264.0,2.46734397677794
310,chr8:6404156.0,1.58013544018059
311,chr8:6404136.0,2.14983713355049
312,chr8:6404129.0,1.79087232813403
313,chr8:6404123.0,7.65279917822291
314,chr8:6404077.0,4.22297297297297
315,chr8:6404072.0,1.19931467732724
316,chr8:6404035.0,4.12505427702996
317,chr8:6404029.0,5.44041450777202
318,chr8:6404014.0,1.61149825783972
319,chr8:6404010.0,6.16797900262467
320,chr8:6404002.0,6.34005763688761
321,chr8:6404001.0,1.39802631578947
322,chr8:6403992.0,3.71650821089023
323,chr8:6403978.0,4.01985111662531
324,chr8:6403966.0,8.60520094562648
325,chr8:6403954.0,1.5370705244123
326,chr8:6403953.0,1.49188240456341
327,chr8:6403940.0,5.19018841094916
328,chr8:6403937.0,1.6304347826087
329,chr8:6403936.0,1.954513148543
330,chr8:6403928.0,10.631970260223
331,chr8:6403914.0,8.76932223543401
332,chr8:6403908.0,14.2057817842711
333,chr8:6403895.0,6.44779650990831
334,chr19:23924064.0,1.45748987854251
335,chr19:23924067.0,1.36901057871811
336,chr19:23924074.0,12.6779661016949
337,chr19:23924094.0,1.68902136115251
338,chr19:23924100.0,2.45597775718258
339,chr19:23924122.0,2.09476309226933
340,chr19:23924142.0,1.10608345902464
341,chr19:23924143.0,2.56668344237544
342,chr19:23924146.0,5.56949322629202
343,chr19:23924147.0,2.67077555213148
344,chr19:23924160.0,11.9775739041794
345,chr19:23924172.0,5.9584035975267
346,chr19:23924182.0,3.04601425793908
347,chr19:23924188.0,8.89033095392602
348,chr19:23924233.0,1.24434389140272
349,chr19:23924236.0,1.91489361702128
350,chr19:23924239.0,10.2604577742699
351,chr19:23924245.0,1.28558310376492
352,chr19:23924273.0,1.37362637362637
353,chr19:23924315.0,1.86823992133727
354,chr19:23924327.0,2.3444976076555
355,chr19:23924631.0,4.27735254389915
356,chr19:23924646.0,1.54185022026432
357,chr19:23924648.0,3.02491103202847
358,chr19:23924658.0,2.47172182656054
359,chr19:23924678.0,6.84764991896272
360,chr19:23924679.0,2.22672064777328
361,chr19:23924680.0,2.75862068965517
362,chr19:23924692.0,1.9270192701927
363,chr19:23924749.0,2.06896551724138
364,chr19:23924753.0,9.05545927209705
365,chr19:23924781.0,8.59671302149178
366,chr19:23924786.0,1.74520069808028
367,chr19:23924811.0,2.4234693877551
368,chr19:23924819.0,12.0320855614973
369,chr19:23924825.0,1.54049295774648
370,chr19:23924842.0,1.77319587628866
371,chr19:23924843.0,1.90514795297933
372,chr19:23924861.0,1.24079100426522
373,chr20:33705602.0,2.10138962862538
374,chr20:33705598.0,3.47028320702034
375,chr20:33705578.0,4.73210146367309
376,chr20:33705547.0,2.81659742081692
377,chr20:33705542.0,1.2304682472263
378,chr20:33705528.0,2.04896377619914
379,chr20:33705500.0,3.67977728603041
380,chr20:33705478.0,14.73564925169
381,chr20:33705476.0,1.27720482988953
382,chr20:33705460.0,5.2976490536639
383,chr20:33705451.0,12.4655936552368
384,chr20:33705442.0,6.78942444980552
385,chr20:33705407.0,1.98166739415103
386,chr20:33705396.0,7.32467532467533
387,chr20:33705375.0,1.10423116615067
388,chr20:33705358.0,1.86241415434757
389,chr20:33705357.0,13.3493353028065
390,chr20:33705342.0,1.98064613461497
391,chr20:33705328.0,3.35276967930029
392,chr20:33705284.0,1.69894534995206
393,chr20:33705280.0,1.05962933118453
394,chr20:33705256.0,11.1987445173232
395,chr20:33705253.0,1.40249518546429
396,chr20:33705245.0,4.42350052359802
397,chr20:33705221.0,1.74467872987388
398,chr20:33705216.0,6.93921716221302
399,chr20:33705207.0,3.04018848262426
400,chr20:33705202.0,3.26132815796135
401,chr20:33705190.0,1.13140575316128
402,chr20:33705184.0,9.11153570575591
403,chr20:33705183.0,8.85511251480458
404,chr20:33705182.0,5.09639814676431
405,chr20:33705171.0,1.79222714616259
406,chr20:33705168.0,4.58391072861206
407,chr20:33705167.0,3.01074480178958
408,chr20:33705166.0,2.60912839471065
409,chr20:33705165.0,1.37739054987166
410,chr20:33705164.0,1.22130665097116
411,chr20:33705162.0,8.30382766203272
412,chr20:33705159.0,8.23022936111714
413,chr20:33705158.0,3.93635144441625
414,chr20:33705157.0,3.62696161166373
415,chr20:33705156.0,2.91510734685838
416,chr20:33705145.0,5.63993375916726
417,chr20:33705133.0,1.72879653762464
418,chr20:33705121.0,2.78265274737204
419,chr20:33705067.0,3.75258572968563
420,chr20:33705060.0,2.58145198446653
421,chr20:33705058.0,7.50376906704505
422,chr20:33705047.0,1.87260284274648
423,chr20:33705028.0,1.70617744774914
424,chr20:33705025.0,1.58316841995625
425,chr20:33705012.0,1.61428212220267
426,chr20:33705011.0,1.46526971045306
427,chr20:33705010.0,1.17440731577464
428,chr20:33705009.0,2.14323930216212
429,chr20:33705008.0,2.51860629495655
430,chr20:33705007.0,3.01598949881655
431,chr20:33705006.0,2.79986316847899
432,chr20:33705005.0,1.35978460510937
433,chr20:33705004.0,1.57019606174402
434,chr20:33705003.0,1.18901980984268
435,chr20:33705001.0,1.1165000055492
436,chr20:33705000.0,1.33736027371307
437,chr20:33704999.0,1.86542975298983
438,chr20:33704996.0,4.99641976290874
439,chr20:33704995.0,1.09700412072614
440,chr11:94417257.0,5.52020553701347
441,chr11:94417243.0,6.89608773169173
442,chr11:94417240.0,2.04674835970668
443,chr11:94417226.0,1.95788751100566
444,chr11:94417209.0,2.92503596355693
445,chr11:94417201.0,4.43670315290623
446,chr11:94417195.0,3.54250669196625
447,chr11:94417193.0,1.47220996912219
448,chr11:94417178.0,1.09689825265446
449,chr11:94417172.0,5.05078682660278
450,chr11:94417171.0,1.50392040587731
451,chr11:94417087.0,2.96532746285085
452,chr11:94417052.0,1.63130781587548
453,chr11:94417048.0,1.1701864438849
454,chr11:94417043.0,1.20646784468933
455,chr11:94417033.0,2.08507921305719
456,chr11:94417008.0,2.80422011749191
457,chr11:94417004.0,4.86991241628027
458,chr11:94416997.0,2.18433670751199
459,chr11:94416842.0,1.47705605694674
460,chr11:94416818.0,8.67889871623375
461,chr11:94416781.0,2.0917066424651
462,chr11:94416757.0,4.46993089251581
463,chr11:94416738.0,1.70996024614714
464,chr11:94416725.0,1.49636243386243
465,chr11:94416722.0,8.22678776122035
466,chr11:94416675.0,1.14152591729761
467,chr11:94416623.0,1.36061487328625
468,chr11:94416619.0,2.75063079711433
469,chr11:94416615.0,5.36408395957502
470,chr11:94416602.0,2.7876014146037
471,chr11:94416601.0,5.45730069822758
472,chr11:94416588.0,13.7465043978191
473,chr11:94416579.0,4.3218687170987
474,chr11:94416572.0,12.4078158384451
475,chr2:61050119.0,2.10886778127276
476,chr2:61050120.0,2.03445776070828
477,chr2:61050125.0,1.44799905160296
478,chr2:61050141.0,11.2008540122462
479,chr2:61050142.0,1.72102933945255
480,chr2:61050165.0,2.89462032322338
481,chr2:61050179.0,12.0679886685552
482,chr2:61050188.0,4.43018401113345
483,chr2:61050191.0,3.21993315708086
484,chr2:61050197.0,1.53823398905487
485,chr2:61050198.0,1.73451069817088
486,chr2:61050199.0,8.66719036396963
487,chr2:61050210.0,12.6409153186068
488,chr2:61050213.0,2.03709684861348
489,chr2:61050214.0,1.53500382555471
490,chr2:61050215.0,2.87938473081973
491,chr2:61050216.0,1.69082708217757
492,chr2:61050219.0,1.99837893736549
493,chr2:61050228.0,5.2306742786607
494,chr2:61050238.0,1.89889415481833
495,chr2:61050260.0,4.04761904761905
496,chr2:61050264.0,8.55740751495441
497,chr2:61050281.0,2.74886422450975
498,chr2:61050287.0,2.50815149235014
499,chr2:61050290.0,1.67105149035821
500,chr2:61050296.0,1.74920063411882
501,chr2:61050307.0,14.828722002635
502,chr2:61050327.0,1.13162520367971
503,chr2:61050330.0,11.8480050664978
504,chr2:61050362.0,1.96607425892827
505,chr2:61050638.0,2.31696180773156
506,chr2:61050640.0,8.86182952601389
507,chr2:61050650.0,10.9655400198172
508,chr2:61050662.0,7.6842342004648
509,chr2:61050683.0,10.0300525920361
510,chr2:61050698.0,3.24946870501131
511,chr2:61050718.0,1.10583745168078
512,chr2:61050723.0,10.3397122088711
513,chr2:61050736.0,5.48934473439369
514,chr2:61050745.0,6.46546675516339
515,chr2:61050760.0,2.22132471728595
516,chr2:61050771.0,1.72943001419189
517,chr2:61050774.0,2.87200094551471
518,chr2:61050784.0,1.7458720482926
519,chr2:61050785.0,2.73198164866065
520,chr2:61050796.0,7.10885089807401
521,chr2:61050819.0,6.41028836328291
522,chr2:61050831.0,7.25712340756589
523,chr2:61050851.0,1.41875065764091
524,chr2:61050880.0,2.31821395551205
525,chr2:61050881.0,14.6065127914249
526,chr2:61050894.0,14.6307659185101
527,chr2:232546377.0,1.67709475585371
528,chr2:232546397.0,7.33487149219295
529,chr2:232546421.0,1.12440857222377
530,chr2:232546432.0,1.49768450093605
531,chr2:232546439.0,1.81465308102863
532,chr2:232546446.0,4.96891244521456
533,chr2:232546451.0,1.77864646958221
534,chr2:232546473.0,3.08599167822469
535,chr2:232546488.0,4.50768190163301
536,chr2:232546536.0,6.49654621225096
537,chr2:232546555.0,1.6405540417802
538,chr2:232546567.0,4.25110467773884
539,chr2:232546581.0,1.77554589068735
540,chr2:232546616.0,6.38182016190511
541,chr2:232546618.0,2.39165096390781
542,chr2:232547128.0,5.58853337194151
543,chr2:232547144.0,5.00482075554387
544,chr2:232547150.0,1.76437108708025
545,chr2:232547151.0,4.15362388634722
546,chr2:232547172.0,3.3772874058127
547,chr2:232547173.0,10.0190966825066
548,chr2:232547229.0,3.94045182777577
549,chr2:232547230.0,10.9096666930568
550,chr2:232547232.0,2.08533846647417
551,chr2:232547251.0,1.46325904070811
552,chr2:232547306.0,9.82439324958067
553,chr2:232547313.0,2.86171411948656
554,chr2:232547319.0,1.89683090446449
555,chr2:232547329.0,1.63895567369883
556,chr2:232547342.0,1.39914730078665
557,chr2:232547351.0,2.74262259398613
558,chr2:232547358.0,1.53918940230248
559,chr2:232547403.0,1.41745628225869
560,chr19:51871411.0,4.98772252915899
561,chr19:51871407.0,8.265625
562,chr19:51871397.0,2.19700276444056
563,chr19:51871389.0,10.5920205920206
564,chr19:51871388.0,8.15147625160462
565,chr19:51871383.0,1.17370892018779
566,chr19:51871380.0,3.97434109608144
567,chr19:51871372.0,1.99608610567515
568,chr19:51871366.0,4.67868446401541
569,chr19:51871362.0,13.5182918536652
570,chr19:51871358.0,3.87252924566357
571,chr19:51871340.0,1.24545926310327
572,chr19:51871291.0,1.13956766917293
573,chr19:51871290.0,2.41446250909973
574,chr19:51871289.0,2.4914509037616
575,chr19:51871288.0,1.79794520547945
576,chr19:51871276.0,2.24872231686542
577,chr19:51871268.0,1.61019322318678
578,chr19:51871244.0,3.09462629873757
579,chr19:51871240.0,11.2495864122643
580,chr19:51871233.0,1.95150115473441
581,chr19:51871227.0,7.46424834321591
582,chr19:51871223.0,10.6504157648935
583,chr19:51871188.0,2.91143460384487
584,chr19:51871179.0,1.82832948421863
585,chr19:51871135.0,1.3529682466636
586,chr19:51871133.0,1.2851251558454
587,chr19:51867758.0,1.58498201438849
588,chr19:51867751.0,2.19832735961768
589,chr19:51867721.0,14.4065748126662
590,chr19:51867715.0,2.34964694424154
591,chr19:51867702.0,7.43642143505904
592,chr19:51867684.0,12.9777648597588
593,chr19:51867672.0,9.60495739736638
594,chr19:51867662.0,4.11322423706325
595,chr19:51867660.0,7.67411865864144
596,chr19:51867646.0,1.12394630034343
597,chr19:51867644.0,3.56042451215337
598,chr19:51867609.0,1.55323932147967
599,chr19:51867592.0,8.83002207505519
600,chr19:51867589.0,3.03506017791732
601,chr19:51867580.0,1.91482337405084
602,chr19:51867552.0,1.26545454545455
603,chr19:51867531.0,1.34584516606989
604,chr19:51867530.0,6.94056641404069
605,chr19:51867515.0,1.29040038591413
606,chr19:51867508.0,1.92749553229512
607,chr19:51687185.0,2.49707943925234
608,chr19:51687179.0,11.7825230955626
609,chr19:51687174.0,2.72727272727273
610,chr19:51687166.0,6.35046952092949
611,chr19:51687161.0,3.28432905849234
612,chr19:51687143.0,2.45178651517417
613,chr19:51687139.0,6.25183016105417
614,chr19:51687113.0,1.94977843426883
615,chr19:51687095.0,1.76920624800765
616,chr19:51687043.0,1.39989434759641
617,chr19:51685787.0,2.25338007010516
618,chr19:51685767.0,8.38049846092742
619,chr19:51685766.0,1.77782143207936
620,chr19:51685748.0,1.46771037181996
621,chr19:51685743.0,2.65700483091787
622,chr19:51685739.0,2.03661575127288
623,chr19:51685729.0,2.15157353885678
624,chr19:51685717.0,4.44011484823626
625,chr19:51685715.0,6.45193963334346
626,chr19:51685697.0,1.7381974248927
627,chr19:51685675.0,1.70900692840647
628,chr19:51685672.0,1.12333255324128
629,chr19:51685643.0,5.06617038875103
630,chr19:51685636.0,1.69741697416974
631,chr19:51685632.0,1.83342063907805
632,chr19:51685608.0,2.77002362035645
633,chr19:51685603.0,1.09565950273915
634,chr19:48704165.0,1.70443107343369
635,chr19:48704182.0,2.023291377485
636,chr19:48704211.0,1.51632495006726
637,chr19:48704219.0,2.96825730502417
638,chr19:48704220.0,4.08063927311078
639,chr19:48704245.0,1.66248001826901
640,chr19:48704259.0,1.31285351045613
641,chr19:48704267.0,3.5090782122905
642,chr19:48704268.0,6.50308231596761
643,chr19:48704269.0,1.7771312926891
644,chr19:48704270.0,2.45359367974822
645,chr19:48704271.0,3.33247720559908
646,chr19:48704274.0,6.25771076079507
647,chr19:48704278.0,2.55237177943655
648,chr19:48704294.0,1.23165618448637
649,chr19:48704300.0,6.64792863253086
650,chr19:48704301.0,6.37483554598732
651,chr19:48704306.0,4.33001755412522
652,chr19:48704310.0,3.55793450881612
653,chr19:48704328.0,6.94568121104185
654,chr19:48704336.0,6.63524976437323
655,chr19:48704341.0,3.07332854061826
656,chr19:48704342.0,2.15605749486653
657,chr19:48704346.0,8.64176278189017
658,chr19:48704366.0,2.49845774213448
659,chr19:48704370.0,1.83231538034425
660,chr19:48704371.0,8.07070430254864
661,chr19:48704386.0,1.07923885259869
662,chr19:48704391.0,4.29132259374577
663,chr19:48704403.0,10.5033809166041
664,chr19:48704405.0,3.54419021982952
665,chr19:48704408.0,2.82142253759081
666,chr19:48704409.0,5.63812600969305
667,chr19:48704428.0,1.12671456564337
668,chr19:48704429.0,1.61741835147745
669,chr19:48704430.0,2.97419448899256
670,chr19:48704431.0,2.17115465952347
671,chr19:48704432.0,3.98550724637681
672,chr19:48704433.0,1.93181818181818
673,chr19:48704434.0,2.25134408602151
674,chr19:48704435.0,1.66666666666667
675,chr19:48704436.0,1.72246743460006
676,chr19:48704438.0,1.44268774703557
677,chr19:48704440.0,1.28361858190709
678,chr19:48705146.0,13.610662358643
679,chr19:48705171.0,4.30327868852459
680,chr19:48705174.0,1.95969884853853
681,chr19:48705189.0,1.86172889201972
682,chr19:48705203.0,13.0005803830528
683,chr19:48705209.0,5.97523219814242
684,chr19:48705210.0,11.4429392446634
685,chr19:48705214.0,3.29971497478623
686,chr19:48705227.0,1.52679085845977
687,chr19:48705239.0,5.19963627345623
688,chr19:48705249.0,11.6595539093325
689,chr19:48705251.0,2.34451564266868
690,chr19:48705271.0,1.71183227389316
691,chr19:48705290.0,4.84647564922251
692,chr19:48705296.0,14.4275575310058
693,chr19:48705297.0,1.59799573416393
694,chr19:48705310.0,2.24246298071801
695,chr19:48705330.0,3.20635852507508
696,chr19:48705369.0,2.97712695147041
697,chr19:48705370.0,7.98157141078322
