variant,train,val,epoch,f1
bioaware_plain,Liver,Liver,56,0.891
bioaware_plain,Liver,Liver,57,0.8989
bioaware_plain,Liver,Liver,58,0.8968
bioaware_plain,Liver,Liver,59,0.8917
bioaware_plain,Liver,Liver,60,0.8919
bioaware_plain,Liver,Liver,61,0.8873
bioaware_plain,Liver,Liver,62,0.8833
bioaware_plain,Liver,Liver,63,0.8684
bioaware_plain,Liver,Liver,64,0.8905
bioaware_plain,Liver,Liver,65,0.8753
bioaware_plain,Liver,Liver,66,0.8867
bioaware_plain,Liver,Liver,67,0.8926
bioaware_plain,Liver,Liver,68,0.8738
bioaware_plain,Liver,Liver,69,0.8903
bioaware_plain,Liver,Liver,70,0.8745
bioaware_plain,Liver,Liver,71,0.8949
bioaware_plain,Liver,Liver,72,0.8948
bioaware_plain,Liver,Liver,73,0.8973
bioaware_plain,Liver,Liver,74,0.8795
bioaware_plain,Liver,Liver,75,0.8971
bioaware_plain,Liver,Liver,76,0.8911
bioaware_plain,Liver,Liver,77,0.8901
bioaware_plain,Liver,Liver,78,0.8807
bioaware_plain,Liver,Liver,79,0.8906
bioaware_plain,Liver,Liver,80,0.8908
bioaware_plain,Liver,Liver,81,0.8909
bioaware_plain,Liver,Liver,82,0.8946
bioaware_plain,Liver,Liver,83,0.8901
bioaware_plain,Liver,Liver,84,0.8968
bioaware_plain,Liver,Liver,85,0.8936
bioaware_plain,Liver,Liver,86,0.8858
bioaware_plain,Liver,Liver,87,0.8955
bioaware_plain,Liver,Liver,88,0.8982
bioaware_plain,Liver,Liver,89,0.8911
bioaware_plain,Liver,Liver,90,0.8896
bioaware_plain,Liver,Liver,91,0.8947
bioaware_plain,Liver,Liver,92,0.88
bioaware_plain,Liver,Liver,93,0.8966
bioaware_plain,Liver,Liver,94,0.8968
bioaware_plain,Liver,Liver,95,0.8816
bioaware_plain,Liver,Liver,96,0.8925
bioaware_plain,Liver,Liver,97,0.8947
bioaware_plain,Liver,Liver,98,0.893
bioaware_plain,Liver,Liver,99,0.8926
bioaware_plain,Liver,Liver,100,0.8991
bioaware_plain,Liver,Liver,101,0.8949
bioaware_plain,Liver,Liver,102,0.8877
bioaware_plain,Liver,Liver,103,0.8961
bioaware_plain,Liver,Liver,104,0.8953
bioaware_plain,Liver,Liver,105,0.894
bioaware_plain,Liver,Liver,106,0.8935
bioaware_plain,Liver,Liver,107,0.8967
bioaware_plain,Liver,Liver,108,0.895
bioaware_plain,Liver,Liver,109,0.894
bioaware_plain,Liver,Liver,110,0.8896
bioaware_plain,Liver,Liver,111,0.8847
bioaware_plain,Liver,Liver,112,0.8962
bioaware_plain,Liver,Liver,113,0.8843
bioaware_plain,Liver,Liver,114,0.8841
bioaware_plain,Liver,Liver,115,0.8977
bioaware_plain,Liver,Liver,116,0.8863
bioaware_plain,Liver,Liver,117,0.895
bioaware_plain,Liver,Liver,118,0.8976
bioaware_plain,Liver,Liver,119,0.8924
bioaware_plain,Liver,Liver,120,0.8977
bioaware_plain,Liver,Liver,121,0.8903
bioaware_plain,Liver,Liver,122,0.896
bioaware_plain,Liver,Liver,123,0.8811
bioaware_plain,Liver,Liver,124,0.8985
bioaware_plain,Liver,Liver,125,0.8922
bioaware_plain,Liver,Liver,126,0.899
bioaware_plain,Liver,Liver,127,0.8804
bioaware_plain,Liver,Liver,128,0.895
bioaware_plain,Liver,Liver,129,0.8964
bioaware_plain,Liver,Liver,130,0.8827
bioaware_plain,Liver,Liver,131,0.8867
bioaware_plain,Liver,Liver,132,0.8978
bioaware_plain,Liver,Liver,133,0.8856
bioaware_plain,Liver,Liver,134,0.8997
bioaware_plain,Liver,Liver,135,0.8968
bioaware_plain,Liver,Liver,136,0.8931
bioaware_plain,Liver,Liver,137,0.8987
bioaware_plain,Liver,Liver,138,0.8827
bioaware_plain,Liver,Liver,139,0.8895
bioaware_plain,Liver,Liver,140,0.8986
bioaware_plain,Liver,Liver,141,0.8942
bioaware_plain,Liver,Liver,142,0.8762
bioaware_plain,Liver,Liver,143,0.8997
bioaware_plain,Liver,Liver,144,0.8936
bioaware_plain,Liver,Liver,145,0.8848
bioaware_plain,Liver,Liver,146,0.8956
bioaware_plain,Liver,Liver,147,0.8938
bioaware_plain,Liver,Liver,148,0.8915
bioaware_plain,Liver,Liver,149,0.8981
bioaware_plain,Liver,Liver,150,0.9011
bioaware_plain,Liver,Liver,151,0.8851
bioaware_plain,Liver,Liver,152,0.8956
bioaware_plain,Liver,Liver,153,0.8894
bioaware_plain,Liver,Liver,154,0.8924
bioaware_plain,Liver,Liver,155,0.8971
bioaware_plain,Liver,Liver,156,0.8874
bioaware_plain,Liver,Liver,157,0.8997
bioaware_plain,Liver,Liver,158,0.8732
bioaware_plain,Liver,Liver,159,0.892
bioaware_plain,Liver,Liver,160,0.896
bioaware_plain,Liver,Liver,161,0.8911
bioaware_plain,Liver,Liver,162,0.8961
bioaware_plain,Liver,Liver,163,0.8918
bioaware_plain,Liver,Liver,164,0.8919
bioaware_plain,Liver,Liver,165,0.8935
bioaware_plain,Liver,Liver,166,0.894
bioaware_plain,Liver,Liver,167,0.8918
bioaware_plain,Liver,Liver,168,0.8946
bioaware_plain,Liver,Liver,169,0.8915
bioaware_plain,Liver,Liver,170,0.8913
bioaware_plain,Liver,Liver,171,0.8943
bioaware_plain,Liver,Liver,172,0.9002
bioaware_plain,Liver,Liver,173,0.8986
bioaware_plain,Liver,Liver,174,0.8844
bioaware_plain,Liver,Liver,175,0.89
bioaware_plain,Liver,Liver,176,0.8918
bioaware_plain,Liver,Liver,177,0.8891
bioaware_plain,Liver,Liver,178,0.8988
bioaware_plain,Liver,Liver,179,0.8926
bioaware_plain,Liver,Liver,180,0.8892
bioaware_plain,Liver,Liver,181,0.8916
bioaware_plain,Liver,Liver,182,0.8931
bioaware_plain,Liver,Liver,183,0.8958
bioaware_plain,Liver,Liver,184,0.8929
bioaware_plain,Liver,Liver,185,0.8946
bioaware_plain,Liver,Liver,186,0.8945
bioaware_plain,Liver,Liver,187,0.8962
bioaware_plain,Liver,Liver,188,0.8844
bioaware_plain,Liver,Liver,189,0.8929
bioaware_plain,Liver,Liver,190,0.8901
bioaware_plain,Liver,Liver,191,0.897
bioaware_plain,Liver,Liver,192,0.8998
bioaware_plain,Liver,Liver,193,0.8987
bioaware_plain,Liver,Liver,194,0.8971
bioaware_plain,Liver,Liver,195,0.8926
bioaware_plain,Liver,Liver,196,0.8724
bioaware_plain,Liver,Liver,197,0.9008
bioaware_plain,Liver,Liver,198,0.8917
bioaware_plain,Liver,Liver,199,0.8948
bioaware_plain,Liver,Liver,200,0.8586
bioaware_plain,Liver,Liver,201,0.8972
bioaware_plain,Liver,Liver,202,0.8961
bioaware_plain,Liver,Liver,203,0.8918
bioaware_plain,Liver,Liver,204,0.8963
bioaware_plain,Liver,Liver,205,0.8938
bioaware_plain,Liver,Liver,206,0.8944
bioaware_plain,Liver,Liver,207,0.9002
bioaware_plain,Liver,Liver,208,0.8786
bioaware_plain,Liver,Liver,209,0.8841
bioaware_plain,Liver,Liver,210,0.8967
bioaware_plain,Liver,Liver,211,0.8798
bioaware_plain,Liver,Liver,212,0.8887
bioaware_plain,Liver,Liver,213,0.8958
bioaware_plain,Liver,Liver,214,0.8987
bioaware_plain,Liver,Liver,215,0.89
bioaware_plain,Liver,Liver,216,0.8914
bioaware_plain,Liver,Liver,217,0.898
bioaware_plain,Liver,Liver,218,0.8974
bioaware_plain,Liver,Liver,219,0.8945
bioaware_plain,Liver,Liver,220,0.8907
bioaware_plain,Liver,Liver,221,0.8974
bioaware_plain,Liver,Liver,222,0.874
bioaware_plain,Liver,Liver,223,0.8975
bioaware_plain,Liver,Liver,224,0.8891
bioaware_plain,Liver,Liver,225,0.8931
bioaware_plain,Liver,Liver,226,0.8964
bioaware_plain,Liver,Liver,227,0.8971
bioaware_plain,Liver,Liver,228,0.8776
bioaware_plain,Liver,Liver,229,0.8921
bioaware_plain,Liver,Liver,230,0.8805
bioaware_plain,Liver,Liver,231,0.8682
bioaware_plain,Liver,Liver,232,0.8893
bioaware_plain,Liver,Liver,233,0.8903
bioaware_plain,Liver,Liver,234,0.8965
bioaware_plain,Liver,Liver,235,0.8988
bioaware_plain,Liver,Liver,236,0.8986
bioaware_plain,Liver,Liver,237,0.8907
bioaware_plain,Liver,Liver,238,0.8957
bioaware_plain,Liver,Liver,239,0.8937
bioaware_plain,Liver,Liver,240,0.8965
bioaware_plain,Liver,Liver,241,0.8665
bioaware_plain,Liver,Liver,242,0.8995
bioaware_plain,Liver,Liver,243,0.9016
bioaware_plain,Liver,Liver,244,0.8929
bioaware_plain,Liver,Liver,245,0.8896
bioaware_plain,Liver,Liver,246,0.8932
bioaware_plain,Liver,Liver,247,0.8934
bioaware_plain,Liver,Liver,248,0.8906
bioaware_plain,Liver,Liver,249,0.8873
bioaware_plain,Liver,Liver,250,0.8945
bioaware_plain,Liver,Liver,251,0.8948
bioaware_plain,Liver,Liver,252,0.8962
bioaware_plain,Liver,Liver,253,0.8952
bioaware_plain,Liver,Liver,254,0.8963
bioaware_plain,Liver,Liver,255,0.8883
bioaware_plain,Liver,Liver,256,0.8881
bioaware_plain,Liver,Liver,257,0.8995
bioaware_plain,Liver,Liver,258,0.8936
bioaware_plain,Liver,Liver,259,0.8976
bioaware_plain,Liver,Liver,260,0.895
bioaware_plain,Liver,Liver,261,0.8968
bioaware_plain,Liver,Liver,262,0.8965
bioaware_plain,Liver,Liver,263,0.893
bioaware_plain,Liver,Liver,264,0.9015
bioaware_plain,Liver,Liver,265,0.8968
bioaware_plain,Liver,Liver,266,0.8922
bioaware_plain,Liver,Liver,267,0.8976
bioaware_plain,Liver,Liver,268,0.8661
bioaware_plain,Liver,Liver,269,0.8922
bioaware_plain,Liver,Liver,270,0.8938
bioaware_plain,Liver,Liver,271,0.898
bioaware_plain,Liver,Liver,272,0.8919
bioaware_plain,Liver,Liver,273,0.8925
bioaware_plain,Liver,Liver,274,0.8965
bioaware_plain,Liver,Liver,275,0.8931
bioaware_plain,Liver,Liver,276,0.8957
bioaware_plain,Liver,Liver,277,0.8937
bioaware_plain,Liver,Liver,278,0.8949
bioaware_plain,Liver,Liver,279,0.8858
bioaware_plain,Liver,Liver,280,0.89
bioaware_plain,Liver,Liver,281,0.8967
bioaware_plain,Liver,Liver,282,0.8894
bioaware_plain,Liver,Liver,283,0.8851
bioaware_plain,Liver,Liver,284,0.8783
bioaware_plain,Liver,Liver,285,0.8949
bioaware_plain,Liver,Liver,286,0.8966
bioaware_plain,Liver,Liver,287,0.898
bioaware_plain,Liver,Liver,288,0.8949
bioaware_plain,Liver,Liver,289,0.8936
bioaware_plain,Liver,Liver,290,0.8768
bioaware_plain,Liver,Liver,291,0.8877
bioaware_plain,Liver,Liver,292,0.8949
bioaware_plain,Liver,Liver,293,0.8939
bioaware_plain,Liver,Liver,294,0.8944
bioaware_plain,Liver,Liver,295,0.8923
bioaware_plain,Liver,Liver,296,0.8959
bioaware_plain,Liver,Liver,297,0.8947
bioaware_plain,Liver,Liver,298,0.8947
bioaware_plain,Liver,Liver,299,0.8941
bioaware_plain,Liver,Liver,300,0.8811
bioaware_plain,Liver,Liver,301,0.8898
bioaware_plain,Liver,Liver,302,0.8969
bioaware_plain,Liver,Liver,303,0.8919
bioaware_plain,Liver,Liver,304,0.8955
bioaware_plain,Liver,Liver,305,0.8968
bioaware_plain,Liver,Liver,306,0.8922
bioaware_plain,Liver,Liver,307,0.8955
bioaware_plain,Liver,Liver,308,0.8951
bioaware_plain,Liver,Liver,309,0.893
bioaware_plain,Liver,Liver,310,0.8981
bioaware_plain,Liver,Liver,311,0.8924
bioaware_plain,Liver,Liver,312,0.8949
bioaware_plain,Liver,Liver,313,0.8981
bioaware_plain,Liver,Liver,314,0.8943
bioaware_plain,Liver,Liver,315,0.8938
bioaware_plain,Liver,Liver,316,0.8935
bioaware_plain,Liver,Liver,317,0.8943
bioaware_plain,Liver,Liver,318,0.8944
bioaware_plain,Liver,Liver,319,0.8953
bioaware_plain,Liver,Liver,320,0.8924
bioaware_plain,Liver,Liver,321,0.8876
bioaware_plain,Liver,Liver,322,0.8915
bioaware_plain,Liver,Liver,323,0.9
bioaware_plain,Liver,Liver,324,0.8902
bioaware_plain,Liver,Liver,325,0.8961
bioaware_plain,Liver,Liver,326,0.8823
bioaware_plain,Liver,Liver,327,0.8915
bioaware_plain,Liver,Liver,328,0.8871
bioaware_plain,Liver,Liver,329,0.8928
bioaware_plain,Liver,Liver,330,0.8889
bioaware_plain,Liver,Liver,331,0.8925
bioaware_plain,Liver,Liver,332,0.8918
bioaware_plain,Liver,Liver,333,0.8922
bioaware_plain,Liver,Liver,334,0.8932
bioaware_plain,Liver,Liver,335,0.8988
bioaware_plain,Liver,Liver,336,0.8948
bioaware_plain,Liver,Liver,337,0.8884
bioaware_plain,Liver,Liver,338,0.89
bioaware_plain,Liver,Liver,339,0.8855
bioaware_plain,Liver,Liver,340,0.8909
bioaware_plain,Liver,Liver,341,0.8983
bioaware_plain,Liver,Liver,342,0.8936
bioaware_plain,Liver,Liver,343,0.8888
bioaware_plain,Liver,Liver,344,0.8989
bioaware_plain,Liver,Liver,345,0.8968
bioaware_plain,Liver,Liver,346,0.8969
bioaware_plain,Liver,Liver,347,0.8951
bioaware_plain,Liver,Liver,348,0.8836
bioaware_plain,Liver,Liver,349,0.8864
bioaware_plain,Liver,Liver,350,0.8894
bioaware_plain,Liver,Liver,351,0.8869
bioaware_plain,Liver,Liver,352,0.8858
bioaware_plain,Liver,Liver,353,0.8903
bioaware_plain,Liver,Liver,354,0.8934
bioaware_plain,Liver,Liver,355,0.8944
bioaware_plain,Liver,Liver,356,0.8916
bioaware_plain,Liver,Liver,357,0.8898
bioaware_plain,Liver,Liver,358,0.898
bioaware_plain,Liver,Liver,359,0.8931
bioaware_plain,Liver,Liver,360,0.8914
bioaware_plain,Liver,Liver,361,0.8936
bioaware_plain,Liver,Liver,362,0.8964
bioaware_plain,Liver,Liver,363,0.8919
bioaware_plain,Liver,Liver,364,0.8943
bioaware_plain,Liver,Liver,365,0.8899
bioaware_plain,Liver,Liver,366,0.8877
bioaware_plain,Liver,Liver,367,0.8956
bioaware_plain,Liver,Liver,368,0.8943
bioaware_plain,Liver,Liver,369,0.8906
bioaware_plain,Liver,Liver,370,0.8925
bioaware_plain,Liver,Liver,371,0.891
bioaware_plain,Liver,Liver,372,0.8948
bioaware_plain,Liver,Liver,373,0.8996
bioaware_plain,Liver,Liver,374,0.8943
bioaware_plain,Liver,Liver,375,0.8992
bioaware_plain,Liver,Liver,376,0.8908
bioaware_plain,Liver,Liver,377,0.888
bioaware_plain,Liver,Liver,378,0.8904
bioaware_plain,Liver,Liver,379,0.8946
bioaware_plain,Liver,Liver,380,0.8942
bioaware_plain,Liver,Liver,381,0.8956
bioaware_plain,Liver,Liver,382,0.8818
bioaware_plain,Liver,Liver,383,0.8834
bioaware_plain,Liver,Liver,384,0.8939
bioaware_plain,Liver,Liver,385,0.8949
bioaware_plain,Liver,Liver,386,0.892
bioaware_plain,Liver,Liver,387,0.8953
bioaware_plain,Liver,Liver,388,0.8971
bioaware_plain,Liver,Liver,389,0.8932
bioaware_plain,Liver,Liver,390,0.8906
bioaware_plain,Liver,Liver,391,0.8976
bioaware_plain,Liver,Liver,392,0.8905
bioaware_plain,Liver,Liver,393,0.8876
bioaware_plain,Liver,Liver,394,0.8928
bioaware_plain,Liver,Liver,395,0.8891
bioaware_plain,Liver,Liver,396,0.8917
bioaware_plain,Liver,Liver,397,0.8891
bioaware_plain,Liver,Liver,398,0.8737
bioaware_plain,Liver,Liver,399,0.8912
bioaware_plain,Liver,Liver,400,0.8863
bioaware_plain,Liver,Liver,401,0.8971
bioaware_plain,Liver,Liver,402,0.8923
bioaware_plain,Liver,Liver,403,0.8887
bioaware_plain,Liver,Liver,404,0.8928
bioaware_plain,Liver,Liver,405,0.8906
bioaware_plain,Liver,Liver,406,0.8945
bioaware_plain,Liver,Liver,407,0.8933
bioaware_plain,Liver,Liver,408,0.8957
bioaware_plain,Liver,Liver,409,0.8919
bioaware_plain,Liver,Liver,410,0.8922
bioaware_plain,Liver,Liver,411,0.8887
bioaware_plain,Liver,Liver,412,0.88
bioaware_plain,Liver,Liver,413,0.8959
bioaware_plain,Liver,Liver,414,0.8955
bioaware_plain,Liver,Liver,415,0.893
bioaware_plain,Liver,Liver,416,0.8972
bioaware_plain,Liver,Liver,417,0.894
bioaware_plain,Liver,Liver,418,0.8934
bioaware_plain,Liver,Liver,419,0.8963
bioaware_plain,Liver,Liver,420,0.8941
bioaware_plain,Liver,Liver,421,0.898
bioaware_plain,Liver,Liver,422,0.8969
bioaware_plain,Liver,Liver,423,0.8985
bioaware_plain,Liver,Liver,424,0.8983
bioaware_plain,Liver,Liver,425,0.8904
bioaware_plain,Liver,Liver,426,0.8953
bioaware_plain,Liver,Liver,427,0.892
bioaware_plain,Liver,Liver,428,0.8963
bioaware_plain,Liver,Liver,429,0.8953
bioaware_plain,Liver,Liver,430,0.8946
bioaware_plain,Liver,Liver,431,0.8912
bioaware_plain,Liver,Liver,432,0.8925
bioaware_plain,Liver,Liver,433,0.8889
bioaware_plain,Liver,Liver,434,0.8903
bioaware_plain,Liver,Liver,435,0.8992
bioaware_plain,Liver,Liver,436,0.8929
bioaware_plain,Liver,Liver,437,0.8983
bioaware_plain,Liver,Liver,438,0.8962
bioaware_plain,Liver,Liver,439,0.8957
bioaware_plain,Liver,Liver,440,0.8884
bioaware_plain,Liver,Liver,441,0.895
bioaware_plain,Liver,Liver,442,0.8863
bioaware_plain,Liver,Liver,443,0.8967
bioaware_plain,Liver,Liver,444,0.8826
bioaware_plain,Liver,Liver,445,0.8916
bioaware_plain,Liver,Liver,446,0.8967
bioaware_plain,Liver,Liver,447,0.8883
bioaware_plain,Liver,Liver,448,0.8921
bioaware_plain,Liver,Liver,449,0.8954
bioaware_plain,Liver,Liver,450,0.8853
bioaware_plain,Liver,Liver,451,0.8911
bioaware_plain,Liver,Liver,452,0.8911
bioaware_plain,Liver,Liver,453,0.8976
bioaware_plain,Liver,Liver,454,0.8943
bioaware_plain,Liver,Liver,455,0.8861
bioaware_plain,Liver,Liver,456,0.8917
bioaware_plain,Liver,Liver,457,0.8939
bioaware_plain,Liver,Liver,458,0.8956
bioaware_plain,Liver,Liver,459,0.8912
bioaware_plain,Liver,Liver,460,0.8974
bioaware_plain,Liver,Liver,461,0.9006
bioaware_plain,Liver,Liver,462,0.8988
bioaware_plain,Liver,Liver,463,0.8989
bioaware_plain,Liver,Liver,464,0.885
bioaware_plain,Liver,Liver,465,0.8913
bioaware_plain,Liver,Liver,466,0.8889
bioaware_plain,Liver,Liver,467,0.8896
bioaware_plain,Liver,Liver,468,0.8888
bioaware_plain,Liver,Liver,469,0.8931
bioaware_plain,Liver,Liver,470,0.8864
bioaware_plain,Liver,Liver,471,0.8914
bioaware_plain,Liver,Liver,472,0.9002
bioaware_plain,Liver,Liver,473,0.9017
bioaware_plain,Liver,Liver,474,0.8833
bioaware_plain,Liver,Liver,475,0.8911
bioaware_plain,Liver,Liver,476,0.8982
bioaware_plain,Liver,Liver,477,0.8913
bioaware_plain,Liver,Liver,478,0.8949
bioaware_plain,Liver,Liver,479,0.8904
bioaware_plain,Liver,Liver,480,0.8897
bioaware_plain,Liver,Liver,481,0.8936
bioaware_plain,Liver,Liver,482,0.8983
bioaware_plain,Liver,Liver,483,0.8919
bioaware_plain,Liver,Liver,484,0.8972
bioaware_plain,Liver,Liver,485,0.903
bioaware_plain,Liver,Liver,486,0.8911
bioaware_plain,Liver,Liver,487,0.8941
bioaware_plain,Liver,Liver,488,0.8962
bioaware_plain,Liver,Liver,489,0.89
bioaware_plain,Liver,Liver,490,0.8922
bioaware_plain,Liver,Liver,491,0.8936
bioaware_plain,Liver,Liver,492,0.8871
bioaware_plain,Liver,Liver,493,0.8929
bioaware_plain,Liver,Liver,494,0.9005
bioaware_plain,Liver,Liver,495,0.8862
bioaware_plain,Liver,Liver,496,0.8926
bioaware_plain,Liver,Liver,497,0.8971
bioaware_plain,Liver,Liver,498,0.8959
bioaware_plain,Liver,Liver,499,0.8977
bioaware_plain,Liver,Liver,500,0.8852
bioaware_plain,Liver,Liver,501,0.8989
bioaware_plain,Liver,Liver,502,0.8914
bioaware_plain,Liver,Liver,503,0.8903
bioaware_plain,Liver,Liver,504,0.8908
bioaware_plain,Liver,Liver,505,0.8936
bioaware_plain,Liver,Liver,506,0.8922
bioaware_plain,Liver,Liver,507,0.8987
bioaware_plain,Liver,Liver,508,0.8953
bioaware_plain,Liver,Liver,509,0.8811
bioaware_plain,Liver,Liver,510,0.8938
bioaware_plain,Liver,Liver,511,0.8891
bioaware_plain,Liver,Liver,512,0.8913
bioaware_plain,Liver,Liver,513,0.8937
bioaware_plain,Liver,Liver,514,0.8803
bioaware_plain,Liver,Liver,515,0.8899
bioaware_plain,Liver,Liver,516,0.8897
bioaware_plain,Liver,Liver,517,0.8889
bioaware_plain,Liver,Liver,518,0.8921
bioaware_plain,Liver,Liver,519,0.8939
bioaware_plain,Liver,Liver,520,0.8944
bioaware_plain,Liver,Liver,521,0.8996
bioaware_plain,Liver,Liver,522,0.8921
bioaware_plain,Liver,Liver,523,0.8945
bioaware_plain,Liver,Liver,524,0.8938
bioaware_plain,Liver,Liver,525,0.8983
bioaware_plain,Liver,Liver,526,0.895
bioaware_plain,Liver,Liver,527,0.8941
bioaware_plain,Liver,Liver,528,0.8944
bioaware_plain,Liver,Liver,529,0.8977
bioaware_plain,Liver,Liver,530,0.892
bioaware_plain,Liver,Liver,531,0.8975
bioaware_plain,Liver,Liver,532,0.8947
bioaware_plain,Liver,Liver,533,0.8972
bioaware_plain,Liver,Liver,534,0.8915
bioaware_plain,Liver,Liver,535,0.8893
bioaware_plain,Liver,Liver,536,0.8936
bioaware_plain,Liver,Liver,537,0.8957
bioaware_plain,Liver,Liver,538,0.8949
bioaware_plain,Liver,Liver,539,0.8962
bioaware_plain,Liver,Liver,540,0.8997
bioaware_plain,Liver,Liver,541,0.8918
bioaware_plain,Liver,Liver,542,0.8941
bioaware_plain,Liver,Liver,543,0.8976
bioaware_plain,Liver,Liver,544,0.8946
bioaware_plain,Liver,Liver,545,0.8967
bioaware_plain,Liver,Liver,546,0.8953
bioaware_plain,Liver,Liver,547,0.8958
bioaware_plain,Liver,Liver,548,0.8899
bioaware_plain,Liver,Liver,549,0.8913
bioaware_plain,Liver,Liver,550,0.8952
bioaware_plain,Liver,Liver,551,0.8942
bioaware_plain,Liver,Liver,552,0.8902
bioaware_plain,Liver,Liver,553,0.8902
bioaware_plain,Liver,Liver,554,0.8934
bioaware_plain,Liver,Liver,555,0.8877
bioaware_plain,Liver,Liver,556,0.899
bioaware_plain,Liver,Liver,557,0.8898
bioaware_plain,Liver,Liver,558,0.8853
bioaware_plain,Liver,Liver,559,0.8976
bioaware_plain,Liver,Liver,560,0.8923
bioaware_plain,Liver,Liver,561,0.8857
bioaware_plain,Liver,Liver,562,0.8954
bioaware_plain,Liver,Liver,563,0.8931
bioaware_plain,Liver,Liver,564,0.898
bioaware_plain,Liver,Liver,565,0.8986
bioaware_plain,Liver,Liver,566,0.8878
bioaware_plain,Liver,Liver,567,0.9001
bioaware_plain,Liver,Liver,568,0.8951
bioaware_plain,Liver,Liver,569,0.8908
bioaware_plain,Liver,Liver,570,0.8881
bioaware_plain,Liver,Liver,571,0.8925
bioaware_plain,Liver,Liver,572,0.9
bioaware_plain,Liver,Liver,573,0.8933
bioaware_plain,Liver,Liver,574,0.9028
bioaware_plain,Liver,Liver,575,0.8913
bioaware_plain,Liver,Liver,576,0.899
bioaware_plain,Liver,Liver,577,0.8979
bioaware_plain,Liver,Liver,578,0.8909
bioaware_plain,Liver,Liver,579,0.8928
bioaware_plain,Liver,Liver,580,0.8982
bioaware_plain,Liver,Liver,581,0.8975
bioaware_plain,Liver,Liver,582,0.8975
bioaware_plain,Liver,Liver,583,0.8934
bioaware_plain,Liver,Liver,584,0.8882
bioaware_plain,Liver,Liver,585,0.9007
bioaware_plain,Liver,Liver,586,0.8994
bioaware_plain,Liver,Liver,587,0.9
bioaware_plain,Liver,Liver,588,0.8955
bioaware_plain,Liver,Liver,589,0.8885
bioaware_plain,Liver,Liver,590,0.8882
bioaware_plain,Liver,Liver,591,0.8937
bioaware_plain,Liver,Liver,592,0.8999
bioaware_plain,Liver,Liver,593,0.8844
bioaware_plain,Liver,Liver,594,0.893
bioaware_plain,Liver,Liver,595,0.8973
bioaware_plain,Liver,Liver,596,0.8954
bioaware_plain,Liver,Liver,597,0.8938
bioaware_plain,Liver,Liver,598,0.8865
bioaware_plain,Liver,Liver,599,0.8892
bioaware_plain,Liver,Liver,600,0.8884
bioaware_plain,Liver,Liver,601,0.8968
bioaware_plain,Liver,Liver,602,0.8968
bioaware_plain,Liver,Liver,603,0.8944
bioaware_plain,Liver,Liver,604,0.8881
bioaware_plain,Liver,Liver,605,0.8935
bioaware_plain,Liver,Liver,606,0.8942
bioaware_plain,Liver,Liver,607,0.8906
bioaware_plain,Liver,Liver,608,0.8868
bioaware_plain,Liver,Liver,609,0.892
